"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"516","263800","데이타솔루션",5840,-120,-2.01,NA,NA,1623,3.6,0,0
"517","206560","덱스터",7730,-230,-2.89,NA,NA,2242,3.45,0,0
"518","261200","덴티스",2280,65,2.93,NA,NA,NA,NA,0,0
"519","145720","덴티움",63900,2000,3.23,1714,37.28,18695,3.42,0,0
"520","067990","도이치모터스",6520,-30,-0.46,2036,3.2,8689,0.75,0,0
"521","002150","도화엔지니어링",8150,20,0.25,519,15.7,7490,1.09,250,3.07
"522","006620","동구바이오제약",11200,0,0,536,20.9,3018,3.71,100,0.89
"523","100130","동국S&C",6400,110,1.75,171,37.43,4582,1.4,100,1.56
"524","005160","동국산업",3545,85,2.46,263,13.48,7054,0.5,130,3.67
"525","075970","동국알앤에스",5720,-430,-6.99,140,40.86,4066,1.41,80,1.4
"526","001230","동국제강",11050,-350,-3.07,NA,NA,19382,0.57,0,0
"527","086450","동국제약",28450,100,0.35,1283,22.17,8031,3.54,160,0.56
"528","023450","동남합성",54300,3600,7.1,4926,11.02,20576,2.64,200,0.37
"529","004140","동방",6770,-330,-4.65,NA,NA,2695,2.51,0,0
"530","099410","동방선기",1615,25,1.57,NA,NA,2108,0.77,0,0
"531","007590","동방아그로",6800,20,0.29,555,12.25,10032,0.68,250,3.68
"532","005960","동부건설",12800,50,0.39,2814,4.55,19059,0.67,700,5.47
"533","005965","동부건설우",22350,250,1.13,NA,NA,NA,NA,750,3.36
"534","026960","동서",35300,-450,-1.26,1388,25.43,13419,2.63,700,1.98
"535","002210","동성제약",12250,-200,-1.61,NA,NA,2689,4.56,0,0
"536","102260","동성코퍼레이션",5400,50,0.93,128,42.19,6198,0.87,200,3.7
"537","033500","동성화인텍",12450,400,3.32,634,19.64,3517,3.54,220,1.77
"538","005190","동성화학",17050,0,0,2517,6.77,21972,0.78,600,3.52
"539","025950","동신건설",36250,1150,3.28,100,362.5,10388,3.49,0,0
"540","000640","동아쏘시오홀딩스",109500,4000,3.79,3220,34.01,121392,0.9,1000,0.91
"541","170900","동아에스티",83600,1300,1.58,8404,9.95,76488,1.09,1000,1.2
"542","088130","동아엘텍",9150,-150,-1.61,1111,8.24,15454,0.59,150,1.64
"543","028100","동아지질",17300,1050,6.46,1686,10.26,16860,1.03,200,1.16
"544","282690","동아타이어",11200,50,0.45,1799,6.23,25988,0.43,500,4.46
"545","041930","동아화성",12150,-250,-2.02,684,17.76,6826,1.78,50,0.41
"546","001520","동양",1360,40,3.03,NA,NA,3428,0.4,40,2.94
"547","001527","동양2우B",11850,50,0.42,NA,NA,NA,NA,150,1.27
"548","001529","동양3우B",23900,-100,-0.42,NA,NA,NA,NA,150,0.63
"549","084670","동양고속",23950,-100,-0.42,12104,1.98,45514,0.53,4700,19.62
"550","002900","동양물산",1630,65,4.15,61,26.72,882,1.85,0,0
"551","082640","동양생명",4045,-15,-0.37,739,5.47,16121,0.25,230,5.69
"552","060380","동양에스텍",2185,-10,-0.46,101,21.63,2615,0.84,100,4.58
"553","001525","동양우",6430,10,0.16,NA,NA,NA,NA,90,1.4
"554","079960","동양이엔피",17750,-200,-1.11,3154,5.63,27524,0.64,300,1.69
"555","008970","동양철관",1270,-5,-0.39,15,84.67,671,1.89,0,0
"556","228340","동양파일",5810,650,12.6,NA,NA,6112,0.95,0,0
"557","092780","동양피스톤",5690,-10,-0.18,753,7.56,8059,0.71,120,2.11
"558","088910","동우팜투테이블",3480,35,1.02,102,34.12,7357,0.47,0,0
"559","094170","동운아나텍",10650,0,0,503,21.17,1503,7.09,50,0.47
"560","049770","동원F&B",191000,-1000,-0.52,17015,11.23,176519,1.08,3000,1.57
"561","013120","동원개발",5340,50,0.95,933,5.72,8492,0.63,170,3.18
"562","018500","동원금속",1200,20,1.69,350,3.43,1363,0.88,0,0
"563","006040","동원산업",263000,-3000,-1.13,12635,20.82,282744,0.93,2000,0.76
"564","030720","동원수산",8870,80,0.91,1304,6.8,10939,0.81,0,0
"565","014820","동원시스템즈",53400,4950,10.22,1485,35.96,17529,3.05,500,0.94
"566","014825","동원시스템즈우",33300,1200,3.74,NA,NA,NA,NA,550,1.65
"567","163560","동일고무벨트",8620,-50,-0.58,597,14.44,13940,0.62,100,1.16
"568","109860","동일금속",12200,50,0.41,2420,5.04,17743,0.69,280,2.3
"569","032960","동일기연",13350,-100,-0.74,852,15.67,14924,0.89,40,0.3
"570","004890","동일산업",78500,0,0,1726,45.48,145886,0.54,750,0.96
"571","002690","동일제강",3490,145,4.33,74,47.16,8703,0.4,10,0.29
"572","023790","동일철강",5280,10,0.19,611,8.64,7397,0.71,0,0
"573","005290","동진쎄미켐",33600,1100,3.38,1138,29.53,6931,4.85,90,0.27
"574","025900","동화기업",49050,400,0.82,1581,31.02,26226,1.87,150,0.31
"575","000020","동화약품",14300,-350,-2.39,341,41.94,10772,1.33,120,0.84
"576","000150","두산",47700,0,0,21900,2.18,72969,0.65,5200,10.9
"577","000157","두산2우B",56500,-700,-1.22,NA,NA,NA,NA,5200,9.2
"578","241560","두산밥캣",35900,0,0,2716,13.22,39692,0.9,1200,3.34
"579","000155","두산우",39000,200,0.52,NA,NA,NA,NA,5250,13.46
"580","042670","두산인프라코어",9550,240,2.58,1153,8.28,10677,0.89,0,0
"581","034020","두산중공업",12050,250,2.12,NA,NA,11643,1.03,0,0
"582","336260","두산퓨얼셀",48600,-150,-0.31,162,300,2277,21.34,0,0
"583","33626K","두산퓨얼셀1우",15000,-250,-1.64,NA,NA,NA,NA,0,0
"584","33626L","두산퓨얼셀2우B",18050,-350,-1.9,NA,NA,NA,NA,0,0
"585","016740","두올",5010,65,1.31,374,13.4,5223,0.96,80,1.6
"586","073190","듀오백",4085,-45,-1.09,NA,NA,2289,1.78,0,0
"587","030350","드래곤플라이",2265,-45,-1.95,NA,NA,773,2.93,0,0
"588","203650","드림시큐리티",4305,-25,-0.58,69,62.39,1271,3.39,0,0
"589","223250","드림씨아이에스",16100,-350,-2.13,1032,15.6,2671,6.03,0,0
"590","060570","드림어스컴퍼니",5580,130,2.39,NA,NA,2074,2.69,0,0
"591","192650","드림텍",9520,30,0.32,417,22.83,3575,2.66,160,1.68
"592","217620","디딤",1990,-20,-1,39,51.03,887,2.24,0,0
"593","187870","디바이스이엔지",41150,700,1.73,698,58.95,9062,4.54,0,0
"594","066670","디스플레이텍",5060,-70,-1.36,316,16.01,8006,0.63,100,1.98
"595","024090","디씨엠",16100,400,2.55,2385,6.75,14933,1.08,500,3.11
"596","003160","디아이",6750,10,0.15,23,293.48,4256,1.59,50,0.74
"597","092200","디아이씨",3100,-55,-1.74,NA,NA,3969,0.78,0,0
"598","110990","디아이티",9230,-20,-0.22,713,12.95,9120,1.01,200,2.17
"599","263690","디알젬",13050,-150,-1.14,485,26.91,2872,4.54,50,0.38
"600","214680","디알텍",1485,0,0,20,74.25,763,1.95,0,0
"601","263720","디앤씨미디어",36800,-100,-0.27,404,91.09,3383,10.88,0,0
"602","109740","디에스케이",6520,30,0.46,308,21.17,5531,1.18,0,0
"603","033430","디에스티",370,0,0,NA,NA,64,5.78,0,0
"604","131030","디에이치피코리아",7880,0,0,894,8.81,6505,1.21,100,1.27
"605","196490","디에이테크놀로지",6470,-60,-0.92,NA,NA,5715,1.13,0,0
"606","066900","디에이피",4175,35,0.85,54,77.31,4423,0.94,0,0
"607","127120","디엔에이링크",4800,-240,-4.76,NA,NA,815,5.89,0,0
"608","092070","디엔에프",23650,900,3.96,220,107.5,8388,2.82,0,0
"609","134580","디엠티",2820,-75,-2.59,NA,NA,2181,1.29,0,0
"610","039840","디오",38450,50,0.13,1483,25.93,9174,4.19,0,0
"611","013570","디와이",5660,-10,-0.18,646,8.76,13449,0.42,150,2.65
"612","210540","디와이파워",18500,1100,6.32,1729,10.7,15129,1.22,200,1.08
"613","104460","디와이피엔에프",26100,0,0,2212,11.8,6402,4.08,350,1.34
"614","079810","디이엔티",7920,-80,-1,NA,NA,1469,5.39,0,0
"615","227100","디자인",9060,-100,-1.09,NA,NA,4597,1.97,0,0
"616","113810","디젠스",876,-10,-1.13,NA,NA,597,1.47,0,0
"617","043360","디지아이",2730,50,1.87,NA,NA,5064,0.54,0,0
"618","197140","디지캡",5680,10,0.18,185,30.7,3932,1.44,70,1.23
"619","106520","디지탈옵틱",505,-20,-3.81,NA,NA,637,0.79,0,0
"620","068930","디지털대성",7740,110,1.44,762,10.16,3693,2.1,300,3.88
"621","033130","디지틀조선",3150,150,5,92,34.24,2070,1.52,30,0.95
"622","105740","디케이락",12800,100,0.79,1029,12.44,10995,1.16,200,1.56
"623","263020","디케이앤디",9500,550,6.15,365,26.03,6629,1.43,0,0
"624","290550","디케이티",19150,-250,-1.29,966,19.82,7085,2.7,0,0
"625","007340","디티알오토모티브",30400,-350,-1.14,7539,4.03,60240,0.5,1500,4.93
"626","187220","디티앤씨",6890,40,0.58,NA,NA,7738,0.89,0,0
"627","026890","디피씨",11950,-100,-0.83,287,41.64,3705,3.23,80,0.67
"628","131180","딜리",1685,0,0,74,22.77,1964,0.86,40,2.37
"629","317120","라닉스",12000,-150,-1.23,NA,NA,1873,6.41,0,0
"630","042510","라온시큐어",3800,-20,-0.52,66,57.58,682,5.57,0,0
"631","300120","라온피플",26650,400,1.52,989,26.95,6090,4.38,150,0.56
"632","050120","라이브플렉스",5140,110,2.19,NA,NA,6670,0.77,0,0
"633","171120","라이온켐텍",8380,170,2.07,584,14.35,5776,1.45,150,1.79
"634","069540","라이트론",5420,0,0,276,19.64,2648,2.05,0,0
"635","347700","라이프시맨틱스",15950,-1550,-8.86,NA,NA,NA,NA,0,0
"636","214260","라파스",26000,550,2.16,18,1444.44,5733,4.54,0,0
"637","115390","락앤락",14550,-300,-2.02,302,48.18,12620,1.15,0,0
"638","171010","램테크놀러지",6400,0,0,276,23.19,2683,2.39,0,0
"639","084650","랩지노믹스",19350,-700,-3.49,93,208.06,2922,6.62,0,0
"640","217500","러셀",5600,220,4.09,147,38.1,1265,4.43,25,0.45
"641","033600","럭슬",179,0,0,NA,NA,988,0.18,0,0
"642","141080","레고켐바이오",56800,200,0.35,641,88.61,4741,11.98,0,0
"643","060300","레드로버",1830,0,0,NA,NA,312,5.87,0,0
"644","038390","레드캡투어",21300,-50,-0.23,2699,7.89,19085,1.12,800,3.76
"645","294140","레몬",9200,-90,-0.97,NA,NA,623,14.77,0,0
"646","228670","레이",54200,0,0,1915,28.3,8647,6.27,0,0
"647","228850","레이언스",12350,200,1.65,933,13.24,11711,1.05,300,2.43
"648","281740","레이크머티리얼즈",3235,-10,-0.31,10,323.5,1836,1.76,0,0
"649","277810","레인보우로보틱스",24200,-450,-1.83,NA,NA,623,38.84,0,0
"650","215100","로보로보",5320,0,0,63,84.44,1383,3.85,13,0.24
"651","090360","로보스타",24200,-50,-0.21,NA,NA,9889,2.45,0,0
"652","108490","로보티즈",16500,-200,-1.2,221,74.66,5454,3.03,0,0
"653","067730","로지시스",10800,-150,-1.37,NA,NA,1676,6.44,60,0.56
"654","071280","로체시스템즈",6260,10,0.16,80,78.25,4274,1.46,0,0
"655","032350","롯데관광개발",20200,850,4.39,NA,NA,4348,4.65,0,0
"656","000400","롯데손해보험",1760,-5,-0.28,NA,NA,3112,0.57,0,0
"657","023530","롯데쇼핑",121000,-1500,-1.22,NA,NA,376333,0.32,3800,3.14
"658","004000","롯데정밀화학",56400,-800,-1.4,6611,8.53,57873,0.97,1700,3.01
"659","286940","롯데정보통신",38000,0,0,3720,10.22,25357,1.5,700,1.84
"660","280360","롯데제과",126000,1000,0.8,5936,21.23,188501,0.67,1300,1.03
"661","004990","롯데지주",32700,-400,-1.21,NA,NA,63267,0.52,1100,3.36
"662","00499K","롯데지주우",58000,-100,-0.17,NA,NA,NA,NA,1150,1.98
"663","005300","롯데칠성",123000,500,0.41,NA,NA,138233,0.89,2700,2.2
"664","005305","롯데칠성우",61800,-100,-0.16,NA,NA,NA,NA,2705,4.38
"665","011170","롯데케미칼",303500,-6500,-2.1,20860,14.55,385244,0.79,6700,2.21
"666","002270","롯데푸드",368500,-1000,-0.27,41242,8.94,625100,0.59,12000,3.26
"667","071840","롯데하이마트",37750,550,1.48,NA,NA,81410,0.46,1000,2.65
"668","038060","루멘스",1700,-545,-24.28,NA,NA,2482,0.68,0,0
"669","085370","루트로닉",12500,-350,-2.72,NA,NA,4417,2.83,0,0
"670","08537M","루트로닉3우C",16200,-1400,-7.95,NA,NA,NA,NA,151,0.93
"671","060240","룽투코리아",5320,-100,-1.85,67,79.4,2898,1.84,0,0
"672","058470","리노공업",152900,-300,-0.2,3485,43.87,19694,7.76,1200,0.78
"673","039980","리노스",1170,5,0.43,NA,NA,1723,0.68,0,0
"674","019570","리더스 기술투자",881,10,1.15,NA,NA,293,3.01,0,0
"675","016100","리더스코스메틱",3425,-20,-0.58,NA,NA,1590,2.15,0,0
"676","012700","리드코프",7880,-10,-0.13,1552,5.08,13926,0.57,150,1.9
"677","302550","리메드",25500,500,2,832,30.65,4229,6.03,0,0
"678","029480","릭스솔루션",626,-71,-10.19,NA,NA,365,1.72,0,0
"679","277070","린드먼아시아",5610,-40,-0.71,313,17.92,3356,1.67,89,1.59
"680","042500","링네트",6120,-20,-0.33,571,10.72,3814,1.6,0,0
"681","219420","링크제니시스",7990,-10,-0.13,59,135.42,3029,2.64,0,0
"682","027740","마니커",712,2,0.28,NA,NA,522,1.36,0,0
"683","195500","마니커에프앤지",6850,-160,-2.28,337,20.33,3535,1.94,0,0
"684","222810","마이더스AI",523,-6,-1.13,NA,NA,91,5.75,0,0
"685","305090","마이크로디지탈",19300,1800,10.29,NA,NA,2453,7.87,0,0
"686","098120","마이크로컨텍솔",5690,90,1.61,106,53.68,3942,1.44,0,0
"687","147760","마이크로프랜드",8420,60,0.72,NA,NA,3801,2.22,0,0
"688","038290","마크로젠",35150,1250,3.69,NA,NA,10686,3.29,0,0
"689","204320","만도",66800,-3300,-4.71,2360,28.31,32193,2.07,550,0.82
"690","001080","만호제강",19250,-50,-0.26,420,45.83,55976,0.34,200,1.04
"691","267980","매일유업",71600,0,0,8206,8.73,51460,1.39,800,1.12
"692","005990","매일홀딩스",8950,50,0.56,1728,5.18,21233,0.42,140,1.56
"693","127160","매직마이크로",282,0,0,NA,NA,898,0.31,0,0
"694","093520","매커스",5260,-30,-0.57,368,14.29,3268,1.61,100,1.9
"695","141070","맥스로텍",743,0,0,NA,NA,969,0.77,0,0
"696","100590","머큐리",9610,-50,-0.52,158,60.82,4807,2,0,0
"697","067280","멀티캠퍼스",32300,0,0,3162,10.22,18503,1.75,600,1.86
"698","072870","메가스터디",12200,300,2.52,1069,11.41,22365,0.55,450,3.69
"699","215200","메가스터디교육",62000,2800,4.73,4035,15.37,20874,2.97,1100,1.77
"700","133750","메가엠디",3890,55,1.43,19,204.74,2483,1.57,50,1.29
"701","235980","메드팩토",97200,6400,7.05,NA,NA,3897,24.94,0,0
"702","041920","메디아나",14400,-50,-0.35,786,18.32,6582,2.19,0,0
"703","014100","메디앙스",6200,0,0,3302,1.88,6925,0.9,0,0
"704","054180","메디콕스",1565,-85,-5.15,NA,NA,756,2.07,0,0
"705","086900","메디톡스",2e+05,4000,2.04,4292,46.6,39593,5.05,800,0.4
"706","078160","메디포스트",35300,-400,-1.12,NA,NA,7145,4.94,0,0
"707","065650","메디프론",3595,15,0.42,NA,NA,601,5.98,0,0
"708","138040","메리츠금융지주",14850,50,0.34,2797,5.31,19600,0.76,550,3.7
"709","008560","메리츠증권",4360,-95,-2.13,924,4.72,5695,0.77,200,4.59
"710","000060","메리츠화재",17800,-250,-1.39,2693,6.61,21397,0.83,850,4.78
"711","021880","메이슨캐피탈",546,-6,-1.09,NA,NA,313,1.74,0,0
"712","140410","메지온",177200,6100,3.57,NA,NA,4920,36.02,0,0
"713","241770","메카로",14550,200,1.39,834,17.45,13986,1.04,160,1.1
"714","090370","메타랩스",1200,10,0.84,NA,NA,1022,1.17,0,0
"715","059210","메타바이오메드",2505,-5,-0.2,143,17.52,2232,1.12,10,0.4
"716","327260","메탈라이프",27750,-50,-0.18,453,61.26,7414,3.74,0,0
"717","058110","멕아이씨에스",11600,-200,-1.69,NA,NA,365,31.78,0,0
"718","096640","멜파스",2185,20,0.92,NA,NA,1327,1.65,0,0
"719","017180","명문제약",5460,-70,-1.27,NA,NA,2912,1.88,0,0
"720","257370","명성티엔에스",9210,0,0,79,116.58,6005,1.53,0,0
"721","009900","명신산업",25050,-100,-0.4,1419,17.65,2235,11.21,0,0
"722","012690","모나리자",5050,20,0.4,66,76.52,1781,2.84,50,0.99
"723","005360","모나미",5160,-70,-1.34,NA,NA,3873,1.33,70,1.36
"724","080420","모다이노칩",3655,35,0.97,77,47.47,4320,0.85,0,0
"725","080160","모두투어",22450,-300,-1.32,101,222.28,6567,3.42,120,0.53
"726","100030","모바일리더",25550,450,1.79,NA,NA,9486,2.69,0,0
"727","087260","모바일어플라이언스",4600,-135,-2.85,NA,NA,942,4.88,0,0
"728","101330","모베이스",4675,-205,-4.2,1942,2.41,11222,0.42,0,0
"729","012860","모베이스전자",2570,-490,-16.01,NA,NA,4817,0.53,0,0
"730","348030","모비릭스",19750,-200,-1,834,23.68,3362,5.87,0,0
"731","250060","모비스",2950,100,3.51,NA,NA,804,3.67,0,0
"732","033200","모아텍",10050,-50,-0.5,NA,NA,5170,1.94,0,0
"733","009680","모토닉",12350,-200,-1.59,514,24.03,12362,1,300,2.43
"734","118990","모트렉스",6020,-130,-2.11,NA,NA,3099,1.94,0,0
"735","006920","모헨즈",5150,-40,-0.77,50,103,2067,2.49,0,0
"736","009580","무림P&P",4905,-25,-0.51,162,30.28,9842,0.5,175,3.57
"737","001810","무림SP",3635,65,1.82,61,59.59,9203,0.39,35,0.96
"738","009200","무림페이퍼",2890,25,0.87,NA,NA,10529,0.27,50,1.73
"739","033920","무학",6900,-20,-0.29,849,8.13,18067,0.38,0,0
"740","008420","문배철강",3700,0,0,121,30.58,5430,0.68,50,1.35
"741","279600","미디어젠",10800,-50,-0.46,NA,NA,3891,2.78,0,0
"742","028040","미래SCI",279,0,0,NA,NA,376,0.74,0,0
"743","095500","미래나노텍",3960,175,4.62,44,90,6611,0.6,0,0
"744","025560","미래산업",3275,15,0.46,NA,NA,3850,0.85,0,0
"745","218150","미래생명자원",5300,-190,-3.46,58,91.38,1589,3.34,0,0
"746","007120","미래아이앤지",538,-1,-0.19,109,4.94,537,1,0,0
"747","006800","미래에셋대우",9590,0,0,956,10.03,11236,0.85,260,2.71
"748","00680K","미래에셋대우2우B",4310,-30,-0.69,NA,NA,NA,NA,286,6.64
"749","353490","미래에셋대우스팩 5호",2180,5,0.23,NA,NA,NA,NA,0,0
"750","328380","미래에셋대우스팩3호",2085,5,0.24,NA,NA,NA,NA,0,0
"751","333430","미래에셋대우스팩4호",3055,-80,-2.55,NA,NA,NA,NA,0,0
"752","006805","미래에셋대우우",4805,-15,-0.31,NA,NA,NA,NA,286,5.95
"753","100790","미래에셋벤처투자",8930,500,5.93,310,28.81,3345,2.67,185,2.07
"754","085620","미래에셋생명",4175,-15,-0.36,682,6.12,11792,0.35,170,4.07
"755","049950","미래컴퍼니",30950,-1000,-3.13,1619,19.12,13519,2.29,220,0.71
"756","213090","미래테크놀로지",8370,0,0,554,15.11,9297,0.9,120,1.43
"757","207760","미스터블루",9820,-110,-1.11,495,19.84,1750,5.61,25,0.25
"758","002840","미원상사",208000,12500,6.39,6163,33.75,44134,4.71,654,0.31
"759","268280","미원에스씨",182500,1500,0.83,7559,24.14,47326,3.86,1700,0.93
"760","107590","미원홀딩스",119500,10000,9.13,6591,18.13,62937,1.9,400,0.33
"761","134380","미원화학",75400,3200,4.43,6719,11.22,46438,1.62,1000,1.33
"762","003650","미창석유",74300,2800,3.92,11366,6.54,148274,0.5,2000,2.69
"763","059090","미코",14050,50,0.36,259,54.25,2955,4.75,40,0.28
"764","214610","미코바이오메드",10450,-50,-0.48,NA,NA,79,132.28,0,0
"765","201490","미투온",6980,0,0,356,19.61,2252,3.1,0,0
"766","214180","민앤지",16750,0,0,1380,12.14,9384,1.78,230,1.37
"767","206640","바디텍메드",17700,-350,-1.94,507,34.91,3134,5.65,50,0.28
"768","018700","바른손",3220,185,6.1,NA,NA,1661,1.94,0,0
"769","035620","바른손이앤에이",1520,-20,-1.3,NA,NA,1079,1.41,0,0
"770","064520","바른전자",1005,0,0,NA,NA,639,1.57,0,0
"771","053030","바이넥스",19800,-250,-1.25,273,72.53,5056,3.92,0,0
"772","301300","바이브컴퍼니",28950,-100,-0.34,NA,NA,3156,9.17,0,0
"773","064550","바이오니아",16350,-250,-1.51,NA,NA,1355,12.07,0,0
"774","314930","바이오다인",63400,-5600,-8.12,NA,NA,1374,46.14,0,0
"775","208710","바이오로그디바이스",1700,35,2.1,219,7.76,1944,0.87,0,0
"776","142760","바이오리더스",4930,-20,-0.4,NA,NA,1210,4.07,0,0
"777","086820","바이오솔루션",27700,-150,-0.54,NA,NA,5985,4.63,0,0
"778","038460","바이오스마트",5620,-90,-1.58,1108,5.07,5269,1.07,63,1.12
"779","086040","바이오톡스텍",9720,-100,-1.02,NA,NA,2070,4.7,0,0
"780","032980","바이온",1410,-25,-1.74,NA,NA,630,2.24,0,0
"781","043150","바텍",29650,1550,5.52,2281,13,16730,1.77,100,0.34
"782","323990","박셀바이오",113100,-6900,-5.75,NA,NA,697,162.27,0,0
"783","003610","방림",2255,-15,-0.66,144,15.66,4475,0.5,40,1.77
"784","267790","배럴",9470,-460,-4.63,883,10.72,5855,1.62,0,0
"785","001340","백광산업",4855,390,8.73,373,13.02,3726,1.3,75,1.54
"786","046310","백금T&A",3145,130,4.31,119,26.43,2650,1.19,50,1.59
"787","035150","백산",9870,1600,19.35,288,34.27,5853,1.69,100,1.01
"788","036620","버추얼텍",890,1,0.11,NA,NA,287,3.1,0,0
"789","066410","버킷스튜디오",1760,-15,-0.85,NA,NA,1334,1.32,0,0
"790","002410","범양건영",4095,-80,-1.92,794,5.16,2819,1.45,0,0
"791","206400","베노홀딩스",6310,30,0.48,130,48.54,2025,3.12,0,0
"792","019010","베뉴지",1810,-15,-0.82,89,20.34,5349,0.34,30,1.66
"793","177350","베셀",6210,360,6.15,NA,NA,1742,3.56,0,0
"794","299910","베스파",22500,550,2.51,NA,NA,10465,2.15,0,0
"795","007210","벽산",2560,90,3.64,NA,NA,3390,0.76,0,0
"796","225530","보광산업",5410,280,5.46,175,30.91,1889,2.86,50,0.92
"797","250000","보라티알",14500,400,2.84,503,28.83,8180,1.77,150,1.03
"798","002760","보락",2225,10,0.45,11,202.27,734,3.03,5,0.22
"799","003850","보령제약",22000,-250,-1.12,701,31.38,5858,3.76,100,0.45
"800","006910","보성파워텍",2400,-10,-0.41,18,133.33,1743,1.38,0,0
"801","000890","보해양조",1040,40,4,NA,NA,635,1.64,0,0
"802","226340","본느",3325,10,0.3,168,19.79,1106,3.01,0,0
"803","003000","부광약품",24050,100,0.42,NA,NA,4489,5.36,200,0.83
"804","001270","부국증권",22400,100,0.45,3070,7.3,36295,0.62,1200,5.36
"805","001275","부국증권우",19900,50,0.25,NA,NA,NA,NA,1250,6.28
"806","026940","부국철강",4020,10,0.25,92,43.7,5627,0.71,75,1.87
"807","014470","부방",2750,130,4.96,NA,NA,3040,0.9,20,0.73
"808","015350","부산가스",56100,-600,-1.06,4892,11.47,60885,0.92,1000,1.78
"809","011390","부산산업",125000,3500,2.88,3684,33.93,52812,2.37,250,0.2
"810","005030","부산주공",620,-4,-0.64,NA,NA,709,0.87,0,0
"811","008470","부스타",6490,360,5.87,416,15.6,8763,0.74,90,1.39
"812","338220","뷰노",26550,850,3.31,NA,NA,610,43.52,0,0
"813","100120","뷰웍스",34750,-50,-0.14,2457,14.14,16139,2.15,400,1.15
"814","337930","브랜드엑스코퍼레이션",10800,-50,-0.46,537,20.11,852,12.68,0,0
"815","064480","브리지텍",4140,30,0.73,NA,NA,2755,1.5,100,2.42
"816","288330","브릿지바이오테라퓨틱스",12900,0,0,142,90.85,4021,3.21,0,0
"817","251630","브이원텍",10550,0,0,442,23.87,5428,1.94,100,0.95
"818","018290","브이티지엠피",8190,-30,-0.36,103,79.51,1577,5.19,0,0
"819","263920","블러썸엠앤씨",4555,0,0,NA,NA,6606,0.69,0,0
"820","033560","블루콤",7140,270,3.93,101,70.69,9221,0.77,0,0
"821","126340","비나텍",41100,1000,2.49,1027,40.02,4223,9.73,0,0
"822","121800","비덴트",13000,-150,-1.14,NA,NA,7328,1.77,0,0
"823","148140","비디아이",8210,-40,-0.48,NA,NA,2592,3.17,0,0
"824","082800","비보존 헬스케어",1535,55,3.72,NA,NA,905,1.7,0,0
"825","318410","비비씨",19200,450,2.4,1957,9.81,6483,2.96,0,0
"826","002070","비비안",3370,120,3.69,NA,NA,6310,0.53,0,0
"827","100220","비상교육",6690,60,0.9,921,7.26,16496,0.41,250,3.74
"828","200780","비씨월드제약",16800,-150,-0.88,722,23.27,11025,1.52,100,0.6
"829","141000","비아트론",11150,150,1.36,396,28.16,10954,1.02,0,0
"830","090460","비에이치",18100,-200,-1.09,1926,9.4,8551,2.12,0,0
"831","083650","비에이치아이",3820,125,3.38,NA,NA,2685,1.42,0,0
"832","086670","비엠티",12700,200,1.6,661,19.21,8633,1.47,150,1.18
"833","335890","비올",2140,-60,-2.73,NA,NA,NA,NA,0,0
"834","138580","비즈니스온",20300,-50,-0.25,462,43.94,3905,5.2,285,1.4
"835","082920","비츠로셀",15000,-100,-0.66,936,16.03,6567,2.28,100,0.67
"836","054220","비츠로시스",5930,0,0,NA,NA,NA,NA,0,0
"837","042370","비츠로테크",10000,50,0.5,746,13.4,6932,1.44,50,0.5
"838","030790","비케이탑스",12900,550,4.45,NA,NA,6679,1.93,0,0
"839","032850","비트컴퓨터",9100,-60,-0.66,431,21.11,2950,3.08,61,0.67
"840","238200","비피도",24150,0,0,387,62.4,11319,2.13,0,0
"841","093190","빅솔론",5000,-10,-0.2,565,8.85,7613,0.66,190,3.8
"842","065450","빅텍",7260,-270,-3.59,77,94.29,1520,4.78,0,0
"843","352820","빅히트",219000,-3000,-1.35,2951,74.21,6113,35.83,0,0
"844","005180","빙그레",59300,-900,-1.5,4644,12.77,57976,1.02,1450,2.45
"845","072950","빛샘전자",6670,50,0.76,333,20.03,9323,0.72,100,1.5
"846","143240","사람인에이치알",31750,-100,-0.31,2314,13.72,9543,3.33,580,1.83
"847","003960","사조대림",18000,0,0,12182,1.48,34643,0.52,150,0.83
"848","008040","사조동아원",1305,-35,-2.61,7,186.43,1394,0.94,0,0
"849","007160","사조산업",51900,-200,-0.38,NA,NA,79920,0.65,150,0.29
"850","014710","사조씨푸드",6030,350,6.16,NA,NA,11862,0.51,0,0
"851","006090","사조오양",10700,0,0,1402,7.63,17782,0.6,100,0.93
"852","100090","삼강엠앤티",19000,1150,6.44,NA,NA,4829,3.93,0,0
"853","122350","삼기",3945,-35,-0.88,53,74.43,3682,1.07,0,0
"854","014970","삼륭물산",8020,100,1.26,40,200.5,4755,1.69,75,0.94
"855","018310","삼목에스폼",11900,-300,-2.46,1112,10.7,23287,0.51,100,0.84
"856","053700","삼보모터스",7070,10,0.14,NA,NA,12158,0.58,0,0
"857","009620","삼보산업",1120,20,1.82,NA,NA,655,1.71,0,0
"858","023600","삼보판지",13500,300,2.27,1784,7.57,21975,0.61,125,0.93
"859","111870","삼본전자",1250,35,2.88,NA,NA,1856,0.67,0,0
"860","001470","삼부토건",3470,-40,-1.14,61,56.89,1531,2.27,0,0
"861","006400","삼성SDI",635000,11000,1.76,5331,119.11,175114,3.63,1000,0.16
