"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1958","311270","키움제5호스팩",2140,-5,-0.23,NA,NA,NA,NA,0,0
"1959","039490","키움증권",122500,-2500,-2,14017,8.74,87976,1.39,2000,1.63
"1960","012170","키위미디어그룹",1105,0,0,NA,NA,NA,NA,0,0
"1961","054780","키이스트",16550,850,5.41,NA,NA,2555,6.48,0,0
"1962","219130","타이거일렉",12000,200,1.69,255,47.06,6915,1.74,0,0
"1963","065130","탑엔지니어링",9200,90,0.99,2469,3.73,13291,0.69,100,1.09
"1964","014580","태경비케이",4445,70,1.6,148,30.03,4846,0.92,100,2.25
"1965","015890","태경산업",6260,0,0,1023,6.12,8089,0.77,370,5.91
"1966","006890","태경케미컬",14000,-350,-2.44,858,16.32,10215,1.37,150,1.07
"1967","023160","태광",7530,20,0.27,418,18.01,16280,0.46,100,1.33
"1968","003240","태광산업",949000,1000,0.11,161659,5.87,2855185,0.33,1550,0.16
"1969","011280","태림포장",5070,-10,-0.2,270,18.78,4325,1.17,290,5.72
"1970","053620","태양",9890,-560,-5.36,925,10.69,18435,0.54,150,1.52
"1971","004100","태양금속",1560,45,2.97,NA,NA,1773,0.88,5,0.32
"1972","004105","태양금속우",2920,25,0.86,NA,NA,NA,NA,10,0.34
"1973","009410","태영건설",12500,-150,-1.19,1326,9.43,14630,0.85,150,1.2
"1974","009415","태영건설우",11800,-100,-0.84,NA,NA,NA,NA,155,1.31
"1975","044490","태웅",12500,0,0,NA,NA,28401,0.44,0,0
"1976","124560","태웅로직스",5460,210,4,664,8.22,2337,2.34,50,0.92
"1977","001420","태원물산",4060,-55,-1.34,73,55.62,4237,0.96,85,2.09
"1978","007980","태평양물산",1860,40,2.2,241,7.72,3458,0.54,30,1.61
"1979","191420","테고사이언스",27000,200,0.75,106,254.72,5914,4.57,0,0
"1980","073640","테라사이언스",1810,-100,-5.24,NA,NA,479,3.78,0,0
"1981","182690","테라셈",1440,0,0,NA,NA,548,2.63,0,0
"1982","066700","테라젠이텍스",9290,370,4.15,1432,6.49,4378,2.12,0,0
"1983","095610","테스",33250,200,0.61,508,65.45,10872,3.06,300,0.9
"1984","131970","테스나",49700,350,0.71,1363,36.46,10259,4.84,200,0.4
"1985","055490","테이팩스",47750,3300,7.42,1617,29.53,21349,2.24,0,0
"1986","089030","테크윙",21700,700,3.33,584,37.16,9076,2.39,230,1.06
"1987","054450","텔레칩스",16150,-150,-0.92,663,24.36,7624,2.12,120,0.74
"1988","091440","텔레필드",3965,-15,-0.38,572,6.93,2971,1.33,0,0
"1989","078000","텔코웨어",11450,-50,-0.43,761,15.05,11450,1,550,4.8
"1990","200230","텔콘RF제약",4970,-130,-2.55,NA,NA,1337,3.72,0,0
"1991","214420","토니모리",8040,-30,-0.37,NA,NA,5600,1.44,0,0
"1992","215480","토박스코리아",1350,-15,-1.1,4,337.5,555,2.43,0,0
"1993","051360","토비스",7740,400,5.45,1420,5.45,11606,0.67,240,3.1
"1994","045340","토탈소프트",15900,750,4.95,301,52.82,1313,12.11,0,0
"1995","108230","톱텍",12700,-100,-0.78,105,120.95,9079,1.4,100,0.79
"1996","079970","투비소프트",2080,-20,-0.95,NA,NA,1778,1.17,0,0
"1997","105550","트루윈",4965,-55,-1.1,NA,NA,2075,2.39,0,0
"1998","026150","특수건설",8180,410,5.28,52,157.31,5689,1.44,0,0
"1999","322180","티라유텍",16600,-300,-1.78,646,25.7,5233,3.17,0,0
"2000","117730","티로보틱스",9560,60,0.63,NA,NA,2666,3.59,0,0
"2001","033830","티비씨",1435,5,0.35,59,24.32,1107,1.3,16,1.11
"2002","057680","티사이언티픽",3460,-20,-0.57,54,64.07,890,3.89,0,0
"2003","064760","티씨케이",192700,6400,3.44,4011,48.04,18883,10.2,900,0.47
"2004","246710","티앤알바이오팹",35800,-150,-0.42,NA,NA,2966,12.07,0,0
"2005","340570","티앤엘",41000,2650,6.91,2277,18.01,10385,3.95,400,0.98
"2006","277880","티에스아이",11000,-300,-2.65,NA,NA,1566,7.02,0,0
"2007","131290","티에스이",57600,-400,-0.69,1583,36.39,14862,3.88,200,0.35
"2008","019180","티에이치엔",3170,70,2.26,959,3.31,3503,0.9,60,1.89
"2009","356860","티엘비",41950,-250,-0.59,2272,18.46,6680,6.28,70,0.17
"2010","062860","티엘아이",11400,600,5.56,180,63.33,7219,1.58,100,0.88
"2011","363280","티와이홀딩스",24350,300,1.25,NA,NA,NA,NA,0,0
"2012","36328K","티와이홀딩스우",21500,-100,-0.46,NA,NA,NA,NA,0,0
"2013","321550","티움바이오",16450,-300,-1.79,NA,NA,3943,4.17,0,0
"2014","091810","티웨이항공",2820,-40,-1.4,NA,NA,2357,1.2,0,0
"2015","004870","티웨이홀딩스",1420,-15,-1.05,NA,NA,2103,0.68,0,0
"2016","104480","티케이케미칼",3190,190,6.33,110,29,2989,1.07,0,0
"2017","081150","티플랙스",3900,-185,-4.53,91,42.86,4040,0.97,20,0.51
"2018","130740","티피씨글로벌",4655,95,2.08,NA,NA,5671,0.82,20,0.43
"2019","084730","팅크웨어",16950,50,0.3,430,39.42,14259,1.19,0,0
"2020","046210","파나진",4745,0,0,109,43.53,629,7.54,0,0
"2021","034230","파라다이스",17800,0,0,177,100.56,13924,1.28,100,0.56
"2022","033540","파라텍",8970,210,2.4,NA,NA,3139,2.86,0,0
"2023","043200","파루",1220,60,5.17,13,93.85,1267,0.96,0,0
"2024","214450","파마리서치프로덕트",70900,4400,6.62,1766,40.15,21024,3.37,300,0.42
"2025","208340","파멥신",20000,-250,-1.23,NA,NA,4904,4.08,0,0
"2026","005690","파미셀",15800,-250,-1.56,73,216.44,859,18.39,0,0
"2027","177830","파버나인",5590,250,4.68,NA,NA,4104,1.36,0,0
"2028","037070","파세코",26850,300,1.13,618,43.45,5415,4.96,250,0.93
"2029","150900","파수",7430,-130,-1.72,NA,NA,1735,4.28,0,0
"2030","037030","파워넷",6150,10,0.16,451,13.64,4422,1.39,0,0
"2031","047310","파워로직스",8970,0,0,1611,5.57,6981,1.28,50,0.56
"2032","170790","파이오링크",13350,-100,-0.74,868,15.38,5640,2.37,100,0.75
"2033","049120","파인디앤씨",1640,40,2.5,NA,NA,1718,0.95,25,1.52
"2034","038950","파인디지털",6160,-70,-1.12,NA,NA,8435,0.73,50,0.81
"2035","106240","파인테크닉스",5500,140,2.61,8,687.5,1327,4.14,0,0
"2036","131760","파인텍",1445,-35,-2.36,3,481.67,1459,0.99,0,0
"2037","065690","파커스",2905,35,1.22,NA,NA,5914,0.49,150,5.16
"2038","140860","파크시스템스",148700,6400,4.5,1277,116.44,6656,22.34,120,0.08
"2039","091700","파트론",10800,-100,-0.92,1186,9.11,6531,1.65,350,3.24
"2040","038160","팍스넷",862,0,0,NA,NA,1132,0.76,0,0
"2041","032800","판타지오",754,5,0.67,NA,NA,323,2.33,0,0
"2042","318010","팜스빌",10100,-50,-0.49,1093,9.24,6987,1.45,200,1.98
"2043","036580","팜스코",7160,-60,-0.83,NA,NA,7977,0.9,50,0.7
"2044","027710","팜스토리",2155,-90,-4.01,NA,NA,1454,1.48,25,1.16
"2045","225590","패션플랫폼",1575,55,3.62,164,9.6,1474,1.07,0,0
"2046","054300","팬스타엔터프라이즈",991,-19,-1.88,16,61.94,821,1.21,0,0
"2047","068050","팬엔터테인먼트",8950,1460,19.49,41,218.29,1756,5.1,0,0
"2048","028670","팬오션",6600,-270,-3.93,284,23.24,5400,1.22,0,0
"2049","222110","팬젠",9170,-10,-0.11,NA,NA,1911,4.8,0,0
"2050","010820","퍼스텍",2450,-45,-1.8,NA,NA,583,4.2,0,0
"2051","016800","퍼시스",29650,250,0.85,3601,8.23,38601,0.77,1000,3.37
"2052","263750","펄어비스",310500,10200,3.4,13002,23.88,45229,6.87,0,0
"2053","251970","펌텍코리아",17200,200,1.18,1714,10.04,11642,1.48,330,1.92
"2054","001020","페이퍼코리아",2205,115,5.5,NA,NA,436,5.06,0,0
"2055","087010","펩트론",16400,600,3.8,NA,NA,1743,9.41,0,0
"2056","090080","평화산업",1100,0,0,NA,NA,610,1.8,0,0
"2057","043370","평화정공",10600,-200,-1.85,1506,7.04,27452,0.39,180,1.7
"2058","010770","평화홀딩스",3690,-30,-0.81,NA,NA,7971,0.46,150,4.07
"2059","119500","포메탈",4480,85,1.93,186,24.09,3776,1.19,60,1.34
"2060","016670","포비스티앤씨",973,0,0,NA,NA,1135,0.86,0,0
"2061","056730","포스링크",1550,0,0,NA,NA,193,8.03,0,0
"2062","022100","포스코 ICT",7270,-50,-0.68,258,28.18,2402,3.03,50,0.69
"2063","058430","포스코강판",28600,650,2.33,446,64.13,36256,0.79,400,1.4
"2064","009520","포스코엠텍",8770,-50,-0.57,254,34.53,2160,4.06,80,0.91
"2065","047050","포스코인터내셔널",19950,-550,-2.68,1697,11.76,24703,0.81,700,3.51
"2066","003670","포스코케미칼",148000,5000,3.5,1569,94.33,15352,9.64,400,0.27
"2067","189690","포시에스",7250,-80,-1.09,671,10.8,6906,1.05,100,1.38
"2068","318020","포인트모바일",53400,2900,5.74,1713,31.17,7116,7.5,0,0
"2069","256630","포인트엔지니어링",3435,265,8.36,23,149.35,1222,2.81,20,0.58
"2070","141020","포티스",108,0,0,NA,NA,370,0.29,0,0
"2071","007630","폴루스바이오팜",1225,0,0,NA,NA,1509,0.81,0,0
"2072","290720","푸드나무",25350,-250,-0.98,656,38.64,7454,3.4,70,0.28
"2073","005670","푸드웰",7930,560,7.6,3153,2.52,7681,1.03,100,1.26
"2074","094940","푸른기술",10800,300,2.86,80,135,3426,3.15,30,0.28
"2075","007330","푸른저축은행",17950,800,4.66,2008,8.94,17594,1.02,550,3.06
"2076","017810","풀무원",16900,-100,-0.59,56,301.79,9425,1.79,102,0.6
"2077","093380","풍강",3800,-90,-2.31,114,33.33,6168,0.62,60,1.58
"2078","023900","풍국주정",19900,100,0.51,618,32.2,10607,1.88,160,0.8
"2079","103140","풍산",31750,50,0.16,629,50.48,49306,0.64,400,1.26
"2080","005810","풍산홀딩스",22250,-300,-1.33,2544,8.75,62585,0.36,1400,6.29
"2081","195440","퓨전",2075,0,0,NA,NA,8080,0.26,0,0
"2082","214270","퓨쳐스트림네트웍스",1340,-65,-4.63,36,37.22,588,2.28,0,0
"2083","220100","퓨쳐켐",18150,1450,8.68,NA,NA,1421,12.77,0,0
"2084","035200","프럼파스트",4770,40,0.85,124,38.47,3618,1.32,0,0
"2085","334970","프레스티지바이오로직스",15300,-2250,-12.82,NA,NA,814,18.8,0,0
"2086","203690","프로스테믹스",3375,-15,-0.44,NA,NA,621,5.43,0,0
"2087","053610","프로텍",29300,100,0.34,3720,7.88,18797,1.56,400,1.37
"2088","335810","프리시젼바이오",16150,150,0.94,NA,NA,1183,13.65,0,0
"2089","053160","프리엠스",15650,650,4.33,102,153.43,7582,2.06,50,0.32
"2090","075130","플랜티넷",5950,-90,-1.49,303,19.64,7467,0.8,250,4.2
"2091","237820","플레이디",8440,-100,-1.17,730,11.56,4477,1.89,220,2.61
"2092","023770","플레이위드",9060,170,1.91,1148,7.89,2126,4.26,0,0
"2093","300080","플리토",12950,-50,-0.38,NA,NA,4642,2.79,0,0
"2094","032580","피델릭스",1550,-60,-3.73,NA,NA,1370,1.13,0,0
"2095","051380","피씨디렉트",10400,-50,-0.48,494,21.05,4705,2.21,100,0.96
"2096","241820","피씨엘",38900,-600,-1.52,NA,NA,611,63.67,0,0
"2097","237750","피앤씨테크",6950,130,1.91,428,16.24,9172,0.76,0,0
"2098","131390","피앤이솔루션",20550,100,0.49,1096,18.75,5497,3.74,0,0
"2099","024850","피에스엠씨",1645,55,3.46,2,822.5,510,3.23,0,0
"2100","319660","피에스케이",38050,950,2.56,1058,35.96,12682,3,300,0.79
"2101","031980","피에스케이홀딩스",8070,-30,-0.37,950,8.49,15958,0.51,150,1.86
"2102","002230","피에스텍",5750,10,0.17,131,43.89,7280,0.79,150,2.61
"2103","239890","피엔에이치테크",14500,-400,-2.68,NA,NA,NA,NA,0,0
"2104","347740","피엔케이피부임상연구센타",21450,-150,-0.69,973,22.05,3767,5.69,0,0
"2105","137400","피엔티",22600,100,0.44,NA,NA,4258,5.31,0,0
"2106","128660","피제이메탈",2590,30,1.17,85,30.47,1634,1.59,100,3.86
"2107","006140","피제이전자",8240,180,2.23,326,25.28,7136,1.15,140,1.7
"2108","304840","피플바이오",42400,-300,-0.7,NA,NA,542,78.23,0,0
"2109","062970","피피아이",5860,120,2.09,339,17.29,2409,2.43,0,0
"2110","087600","픽셀플러스",7300,-100,-1.35,NA,NA,9523,0.77,0,0
"2111","057880","필로시스헬스케어",2155,-65,-2.93,NA,NA,542,3.98,0,0
"2112","033180","필룩스",3915,90,2.35,NA,NA,3111,1.26,0,0
"2113","161580","필옵틱스",13050,300,2.35,NA,NA,3174,4.11,0,0
"2114","347770","핌스",16350,-250,-1.51,1043,15.68,2593,6.31,0,0
"2115","163730","핑거",23300,700,3.1,590,39.49,1826,12.76,0,0
"2116","332710","하나금융14호스팩",2090,0,0,NA,NA,NA,NA,0,0
"2117","341160","하나금융15호스팩",2095,0,0,NA,NA,NA,NA,0,0
"2118","343510","하나금융16호스팩",2090,0,0,NA,NA,NA,NA,0,0
"2119","363260","하나금융17호스팩",2070,5,0.24,NA,NA,NA,NA,0,0
"2120","086790","하나금융지주",40950,-100,-0.24,7898,5.18,93673,0.44,2100,5.13
"2121","299030","하나기술",57800,-2800,-4.62,1112,51.98,2982,19.38,0,0
"2122","067310","하나마이크론",11550,250,2.21,NA,NA,5238,2.21,50,0.43
"2123","372290","하나머스트7호스팩",2050,-5,-0.24,NA,NA,NA,NA,0,0
"2124","307160","하나머스트제6호스팩",2180,10,0.46,NA,NA,NA,NA,0,0
"2125","166090","하나머티리얼즈",39200,-300,-0.76,1421,27.59,7410,5.29,200,0.51
"2126","293480","하나제약",23700,0,0,1778,13.33,13601,1.74,460,1.94
"2127","039130","하나투어",67600,-1300,-1.89,NA,NA,15562,4.34,1000,1.48
"2128","136480","하림",2945,0,0,NA,NA,2924,1.01,0,0
"2129","003380","하림지주",9050,-50,-0.55,736,12.3,18633,0.49,50,0.55
"2130","149980","하이로닉",5700,-70,-1.21,231,24.68,2888,1.97,56,0.98
"2131","013030","하이록코리아",15050,-200,-1.31,947,15.89,25087,0.6,500,3.32
"2132","126700","하이비젼시스템",14100,0,0,607,23.23,8297,1.7,50,0.35
"2133","106080","하이소닉",3110,0,0,NA,NA,825,3.77,0,0
"2134","071090","하이스틸",27650,1100,4.14,16,1728.13,63833,0.43,100,0.36
"2135","340120","하이제5호스팩",2090,5,0.24,NA,NA,NA,NA,0,0
"2136","221840","하이즈항공",5210,-70,-1.33,221,23.57,4321,1.21,61,1.17
"2137","106190","하이텍팜",17400,100,0.58,NA,NA,13907,1.25,50,0.29
"2138","019490","하이트론",10100,410,4.23,NA,NA,3091,3.27,0,0
"2139","000080","하이트진로",38300,350,0.92,NA,NA,14488,2.64,700,1.83
"2140","000087","하이트진로2우B",20350,150,0.74,NA,NA,NA,NA,0,0
"2141","000140","하이트진로홀딩스",16050,100,0.63,NA,NA,18398,0.87,350,2.18
"2142","000145","하이트진로홀딩스우",15000,200,1.35,NA,NA,NA,NA,400,2.67
"2143","066130","하츠",10700,250,2.39,194,55.15,6471,1.65,30,0.28
"2144","368770","한국9호스팩",2050,0,0,NA,NA,NA,NA,0,0
"2145","004590","한국가구",6800,-60,-0.87,405,16.79,6919,0.98,115,1.69
"2146","036460","한국가스공사",32050,-150,-0.47,395,81.14,85073,0.38,380,1.19
"2147","039340","한국경제TV",6990,200,2.95,671,10.42,5300,1.32,90,1.29
"2148","005430","한국공항",40450,-1050,-2.53,5318,7.61,102021,0.4,1000,2.47
"2149","071050","한국금융지주",85100,-1400,-1.62,14467,5.88,81250,1.05,2900,3.41
"2150","071055","한국금융지주우",63000,-300,-0.47,NA,NA,NA,NA,2962,4.7
"2151","034950","한국기업평가",89500,200,0.22,4563,19.61,23591,3.79,8618,9.63
"2152","010040","한국내화",3985,25,0.63,193,20.65,6144,0.65,35,0.88
"2153","025540","한국단자",71900,-1500,-2.04,3062,23.48,68181,1.05,700,0.97
"2154","222980","한국맥널티",8980,-90,-0.99,NA,NA,2769,3.24,0,0
"2155","318000","한국바이오젠",8350,150,1.83,NA,NA,3159,2.64,50,0.6
"2156","256840","한국비엔씨",7250,0,0,NA,NA,558,12.99,0,0
"2157","004090","한국석유",252000,18500,7.92,NA,NA,212214,1.19,1500,0.6
"2158","025550","한국선재",3390,65,1.95,111,30.54,3631,0.93,0,0
"2159","002200","한국수출포장",23450,600,2.63,4505,5.21,61942,0.38,600,2.56
"2160","002960","한국쉘석유",248000,500,0.2,16174,15.33,75323,3.29,16000,6.45
"2161","023890","한국아트라스비엑스",58600,-300,-0.51,13966,4.2,40126,1.46,400,0.68
"2162","017890","한국알콜",12900,-50,-0.39,1545,8.35,15175,0.85,100,0.78
"2163","000240","한국앤컴퍼니",17900,-150,-0.83,1650,10.85,35269,0.51,350,1.96
"2164","080720","한국유니온제약",12650,450,3.69,65,194.62,9084,1.39,0,0
"2165","123890","한국자산신탁",4055,70,1.76,733,5.53,5339,0.76,200,4.93
"2166","015760","한국전력",22800,50,0.22,NA,NA,105140,0.22,0,0
"2167","063570","한국전자금융",6430,50,0.78,150,42.87,4581,1.4,110,1.71
"2168","041460","한국전자인증",7050,200,2.92,87,81.03,1887,3.74,46,0.65
"2169","006200","한국전자홀딩스",1530,55,3.73,NA,NA,2289,0.67,0,0
"2170","101680","한국정밀기계",1440,0,0,NA,NA,6762,0.21,0,0
"2171","039740","한국정보공학",3400,80,2.41,223,15.25,5025,0.68,0,0
"2172","053300","한국정보인증",6710,10,0.15,229,29.3,2735,2.45,100,1.49
"2173","025770","한국정보통신",9310,90,0.98,649,14.35,5319,1.75,0,0
"2174","310870","한국제8호스팩",2105,0,0,NA,NA,NA,NA,0,0
"2175","009540","한국조선해양",117500,1500,1.29,2183,53.83,163436,0.72,0,0
"2176","023350","한국종합기술",6800,400,6.25,NA,NA,8724,0.78,100,1.47
"2177","025890","한국주강",1805,15,0.84,NA,NA,2848,0.63,0,0
"2178","000970","한국주철관",9030,-30,-0.33,585,15.44,11819,0.76,200,2.21
"2179","104700","한국철강",9100,10,0.11,415,21.93,15742,0.58,200,2.2
"2180","017960","한국카본",11700,0,0,431,27.15,7114,1.64,120,1.03
"2181","023760","한국캐피탈",666,30,4.72,118,5.64,897,0.74,25,3.75
"2182","054040","한국컴퓨터",3900,-115,-2.86,496,7.86,5849,0.67,130,3.33
"2183","050540","한국코퍼레이션",282,0,0,NA,NA,974,0.29,0,0
"2184","161890","한국콜마",56500,-100,-0.18,1284,44,20601,2.74,330,0.58
"2185","024720","한국콜마홀딩스",28850,250,0.87,2364,12.2,22998,1.25,195,0.68
"2186","021650","한국큐빅",4410,115,2.68,206,21.41,3499,1.26,25,0.57
"2187","161390","한국타이어앤테크놀로지",44950,700,1.58,3387,13.27,57774,0.78,550,1.22
"2188","053590","한국테크놀로지",1270,40,3.25,NA,NA,343,3.7,0,0
"2189","034830","한국토지신탁",2085,30,1.46,449,4.64,3476,0.6,110,5.28
"2190","007280","한국특수형강",1900,-15,-0.78,NA,NA,2085,0.91,0,0
"2191","032300","한국파마",40550,-500,-1.22,629,64.47,3028,13.39,50,0.12
"2192","037230","한국팩키지",4985,350,7.55,72,69.24,1591,3.13,35,0.7
"2193","010100","한국프랜지",2965,-15,-0.5,373,7.95,7092,0.42,50,1.69
"2194","047810","한국항공우주",37300,1400,3.9,1748,21.34,11714,3.18,400,1.07
"2195","123690","한국화장품",12050,-100,-0.82,NA,NA,2190,5.5,0,0
"2196","003350","한국화장품제조",35850,-300,-0.83,NA,NA,10597,3.38,100,0.28
"2197","030520","한글과컴퓨터",17100,-200,-1.16,864,19.79,9633,1.78,0,0
"2198","052600","한네트",11000,50,0.46,98,112.24,3033,3.63,100,0.91
"2199","011500","한농화성",16900,300,1.81,652,25.92,7692,2.2,150,0.89
"2200","002390","한독",27400,-50,-0.18,2544,10.77,24757,1.11,275,1
"2201","256150","한독크린텍",33600,-1150,-3.31,1601,20.99,7753,4.33,200,0.6
"2202","014790","한라",5100,30,0.59,28,182.14,5322,0.96,0,0
"2203","092460","한라IMS",7670,270,3.65,392,19.57,6891,1.11,100,1.3
"2204","060980","한라홀딩스",40900,-300,-0.73,3921,10.43,84613,0.48,2000,4.89
"2205","053690","한미글로벌",9990,40,0.4,2222,4.5,10777,0.93,200,2
"2206","042700","한미반도체",24800,-250,-1,383,64.75,3839,6.46,100,0.4
"2207","008930","한미사이언스",59000,0,0,467,126.34,9607,6.14,200,0.34
"2208","128940","한미약품",316500,-2000,-0.63,4352,72.73,60099,5.27,500,0.16
"2209","047080","한빛소프트",6610,-100,-1.49,97,68.14,602,10.98,0,0
"2210","009240","한샘",108500,1000,0.93,2423,44.78,25215,4.3,1200,1.11
"2211","020000","한섬",39850,350,0.89,3881,10.27,42450,0.94,450,1.13
"2212","003680","한성기업",8000,180,2.3,NA,NA,8081,0.99,0,0
"2213","105630","한세실업",21850,-450,-2.02,NA,NA,9945,2.2,500,2.29
"2214","069640","한세엠케이",3620,0,0,NA,NA,7793,0.46,0,0
"2215","016450","한세예스24홀딩스",7960,30,0.38,513,15.52,6786,1.17,250,3.14
"2216","010420","한솔PNS",1980,40,2.06,154,12.86,2004,0.99,25,1.26
"2217","009180","한솔로지스틱스",3380,30,0.9,215,15.72,1713,1.97,40,1.18
"2218","070590","한솔인티큐브",3445,-75,-2.13,NA,NA,1705,2.02,0,0
"2219","213500","한솔제지",13750,-50,-0.36,1683,8.17,24810,0.55,600,4.36
"2220","014680","한솔케미칼",225000,2000,0.9,7798,28.85,39713,5.67,1500,0.67
"2221","004710","한솔테크닉스",10050,50,0.5,245,41.02,8145,1.23,0,0
"2222","004150","한솔홀딩스",3655,5,0.14,602,6.07,9195,0.4,0,0
"2223","025750","한솔홈데코",2005,55,2.82,NA,NA,1914,1.05,0,0
"2224","226440","한송네오텍",1630,30,1.88,9,181.11,480,3.4,0,0
"2225","042520","한스바이오메드",12600,-50,-0.4,1012,12.45,7562,1.67,120,0.95
"2226","004960","한신공영",19050,-150,-0.78,6212,3.07,43693,0.44,350,1.84
"2227","011700","한신기계",1870,-5,-0.27,51,36.67,2496,0.75,15,0.8
"2228","078350","한양디지텍",5370,-10,-0.19,NA,NA,2890,1.86,0,0
"2229","045100","한양이엔지",17800,100,0.56,1695,10.5,18191,0.98,450,2.53
"2230","001750","한양증권",10500,50,0.48,1726,6.08,22236,0.47,350,3.33
"2231","001755","한양증권우",15750,0,0,NA,NA,NA,NA,400,2.54
"2232","018880","한온시스템",17950,-450,-2.45,597,30.07,4153,4.32,320,1.78
"2233","009420","한올바이오파마",22650,50,0.22,375,60.4,2688,8.43,0,0
"2234","014130","한익스프레스",5940,-50,-0.83,479,12.4,5960,1,70,1.18
"2235","046110","한일네트웍스",5580,50,0.9,589,9.47,5635,0.99,230,4.12
"2236","024740","한일단조",1925,-40,-2.04,107,17.99,3698,0.52,0,0
"2237","005860","한일사료",1950,30,1.56,NA,NA,1568,1.24,25,1.28
"2238","300720","한일시멘트",132500,7500,6,9772,13.56,214009,0.62,4700,3.55
"2239","123840","한일진공",1030,-10,-0.96,NA,NA,1803,0.57,0,0
"2240","002220","한일철강",2265,-5,-0.22,NA,NA,6586,0.34,0,0
"2241","006390","한일현대시멘트",39500,-250,-0.63,2458,16.07,12164,3.25,1000,2.53
"2242","003300","한일홀딩스",11550,50,0.43,461,25.05,33397,0.35,460,3.98
"2243","007770","한일화학",15250,550,3.74,475,32.11,26611,0.57,150,0.98
"2244","051600","한전KPS",28100,0,0,3407,8.25,23632,1.19,1920,6.83
"2245","052690","한전기술",20400,-400,-1.92,694,29.39,12878,1.58,310,1.52
"2246","130660","한전산업",4630,40,0.87,530,8.74,2632,1.76,227,4.9
"2247","002320","한진",43300,-300,-0.69,NA,NA,72343,0.6,500,1.15
"2248","097230","한진중공업",6940,10,0.14,5185,1.34,2943,2.36,0,0
"2249","003480","한진중공업홀딩스",3815,10,0.26,1160,3.29,11298,0.34,0,0
"2250","180640","한진칼",58500,-500,-0.85,NA,NA,20882,2.8,255,0.44
"2251","18064K","한진칼우",39900,650,1.66,NA,NA,NA,NA,280,0.7
"2252","005110","한창",1205,-5,-0.41,NA,NA,593,2.03,0,0
"2253","079170","한창산업",7440,130,1.78,227,32.78,10088,0.74,110,1.48
"2254","009460","한창제지",2295,-20,-0.86,125,18.36,1440,1.59,20,0.87
"2255","086960","한컴MDS",14700,150,1.03,987,14.89,12715,1.16,0,0
"2256","054920","한컴위드",8500,210,2.53,1905,4.46,4404,1.93,0,0
"2257","002680","한탑",1715,-105,-5.77,NA,NA,1573,1.09,0,0
"2258","066110","한프",480,0,0,NA,NA,NA,NA,0,0
"2259","000880","한화",29150,-50,-0.17,1051,27.74,45198,0.64,700,2.4
"2260","00088K","한화3우B",13850,-50,-0.36,NA,NA,NA,NA,750,5.42
"2261","088350","한화생명",2970,-45,-1.49,18,165,14606,0.2,30,1.01
"2262","000370","한화손해보험",4970,425,9.35,NA,NA,12154,0.41,0,0
"2263","009830","한화솔루션",45000,1350,3.09,NA,NA,34147,1.32,200,0.44
"2264","009835","한화솔루션우",56000,400,0.72,NA,NA,NA,NA,250,0.45
"2265","272210","한화시스템",19500,-100,-0.51,706,27.62,8786,2.22,310,1.59
"2266","317320","한화에스비아이스팩",2720,30,1.12,NA,NA,NA,NA,0,0
"2267","012450","한화에어로스페이스",39250,0,0,2558,15.34,48217,0.81,0,0
"2268","000885","한화우",37500,-1000,-2.6,NA,NA,NA,NA,750,2
"2269","003530","한화투자증권",2900,-5,-0.17,511,5.68,5265,0.55,0,0
"2270","003535","한화투자증권우",4255,-85,-1.96,NA,NA,NA,NA,0,0
"2271","340440","한화플러스제1호스팩",2065,-5,-0.24,NA,NA,NA,NA,0,0
"2272","220630","해마로푸드서비스",3360,-5,-0.15,148,22.7,861,3.9,50,1.49
"2273","195870","해성디에스",33150,100,0.3,1078,30.75,12267,2.7,350,1.06
"2274","034810","해성산업",14200,1250,9.65,238,59.66,14265,1,175,1.23
"2275","076610","해성옵틱스",1150,20,1.77,NA,NA,1957,0.59,0,0
"2276","101530","해태제과식품",8280,-180,-2.13,NA,NA,8359,0.99,150,1.81
"2277","220180","핸디소프트",3415,-55,-1.59,NA,NA,2868,1.19,0,0
"2278","143210","핸즈코퍼레이션",6940,80,1.17,320,21.69,14807,0.47,130,1.87
"2279","008800","행남사",1770,0,0,NA,NA,671,2.64,0,0
"2280","084990","헬릭스미스",23000,-850,-3.56,NA,NA,6867,3.35,0,0
"2281","000720","현대건설",43000,-300,-0.69,3656,11.76,59778,0.72,600,1.4
"2282","267270","현대건설기계",50600,2250,4.65,169,299.41,61453,0.82,0,0
"2283","000725","현대건설우",176500,9000,5.37,NA,NA,NA,NA,650,0.37
"2284","170030","현대공업",9580,10,0.1,272,35.22,6642,1.44,66,0.69
"2285","005440","현대그린푸드",10300,0,0,628,16.4,17576,0.59,210,2.04
"2286","086280","현대글로비스",187500,-4500,-2.34,13395,14,124541,1.51,3500,1.87
"2287","064350","현대로템",20050,-50,-0.25,NA,NA,9695,2.07,0,0
"2288","079430","현대리바트",17050,0,0,968,17.61,22301,0.76,150,0.88
"2289","012330","현대모비스",283000,-3500,-1.22,24234,11.68,339207,0.83,4000,1.41
"2290","319400","현대무벡스",4705,-75,-1.57,NA,NA,NA,NA,0,0
"2291","010620","현대미포조선",58400,-400,-0.68,1335,43.75,58022,1.01,350,0.6
"2292","048410","현대바이오",51000,3700,7.82,22,2318.18,1356,37.61,0,0
